student_id,branch,semester,actual_oe,actual_rank,total_candidates,actual_score,predicted_score,hit@5,hit@10,ndcg@10,top5_oes
STU0034,CSE,7,ME_OE701_IndustrialAuto,16,32,0.6,0.1647,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0093,ECE,7,CE_OE705_TunnelEng,19,32,0.8,0.1903,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0464,ECE,7,CE_OE702_DisasterMgmt,24,32,0.7,0.1626,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0028,ECE,7,CE_OE705_TunnelEng,18,32,0.7,0.1769,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0154,CSE,7,ECE_OE703_SatelliteComm,13,32,0.9,0.1711,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0184,ME,7,EEE_OE703_WindEnergy,29,32,0.9,0.1402,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0217,ME,7,CSE_OE702_DataPrivacy,17,32,0.6,0.1562,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0475,ECE,7,CSE_OE704_HCI,17,32,0.8,0.1826,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0035,CE,7,ME_OE704_SpaceProp,10,32,0.8,0.1631,0,1,0.2891,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0355,CE,7,ECE_OE703_SatelliteComm,15,32,0.5,0.1957,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0105,EEE,7,CE_OE702_DisasterMgmt,24,32,0.9,0.1621,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0430,EEE,7,CSE_OE704_HCI,14,32,0.6,0.1913,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0476,CE,7,ECE_OE707_Terahertz,29,32,1.0,0.1402,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0109,ECE,7,ME_OE705_TurbineDes,1,32,0.6,0.2142,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0165,ECE,7,ME_OE708_AdvancedRobotics,3,32,0.7,0.2128,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0290,ECE,7,CSE_OE708_5GNetworks,26,32,1.0,0.1621,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0119,ECE,7,ME_OE704_SpaceProp,16,32,0.7,0.1894,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0376,CE,7,CSE_OE708_5GNetworks,19,32,0.5,0.1641,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0065,CSE,7,EEE_OE706_Superconductors,31,32,0.8,0.1372,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0240,EEE,7,CE_OE705_TunnelEng,17,32,0.8,0.1622,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0011,CSE,7,CE_OE707_WasteManagement,5,32,0.6,0.1845,1,1,0.3869,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0057,EEE,7,CE_OE702_DisasterMgmt,26,32,0.7,0.1655,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0225,ME,7,EEE_OE701_EnergyAudit,21,32,0.7,0.1505,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0399,ME,7,ECE_OE704_SpaceElec,25,32,1.0,0.147,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0420,CSE,7,CE_OE705_TunnelEng,15,32,0.8,0.1626,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0369,ME,7,CSE_OE707_DigitalTwin,20,32,0.0,0.1604,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0273,ECE,7,ME_OE705_TurbineDes,1,32,0.6,0.2224,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0118,CE,7,CSE_OE706_AIEthics,10,32,0.7,0.168,0,1,0.2891,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0490,CE,7,ME_OE708_AdvancedRobotics,2,32,0.5,0.2125,1,1,0.6309,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0413,ECE,7,ME_OE704_SpaceProp,17,32,0.6,0.2033,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0150,CE,7,ECE_OE701_AutomotiveElec,14,32,1.0,0.1677,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0438,ECE,7,EEE_OE705_GridCyber,10,32,0.5,0.2007,0,1,0.2891,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0138,CE,7,ME_OE704_SpaceProp,13,32,0.8,0.177,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0314,ECE,7,EEE_OE701_EnergyAudit,29,32,0.5,0.1706,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0216,CE,7,CSE_OE702_DataPrivacy,17,32,0.8,0.1638,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0363,CSE,7,ME_OE706_Nanotech,15,32,0.6,0.1652,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0019,CE,7,CSE_OE705_SoftwareArch,22,32,0.7,0.1428,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0232,EEE,7,CSE_OE702_DataPrivacy,19,32,1.0,0.1891,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0449,EEE,7,CSE_OE704_HCI,16,32,0.6,0.1724,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0222,ME,7,EEE_OE706_Superconductors,27,32,0.8,0.146,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0186,ECE,7,ME_OE706_Nanotech,14,32,0.8,0.1799,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0089,ME,7,ECE_OE707_Terahertz,31,32,0.8,0.1498,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0219,CE,7,ECE_OE708_QuantumComm,25,32,0.8,0.149,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0333,CSE,7,ECE_OE708_QuantumComm,28,32,0.7,0.1407,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0100,ECE,7,ME_OE708_AdvancedRobotics,3,32,0.6,0.215,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0262,CE,7,ECE_OE708_QuantumComm,26,32,0.9,0.1445,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0393,ME,7,CE_OE704_ConstructionMgmt,1,32,0.8,0.1971,1,1,1.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0486,EEE,7,CSE_OE701_AutonomousSys,26,32,0.9,0.1614,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0310,CSE,7,ME_OE704_SpaceProp,17,32,0.9,0.1658,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0377,EEE,7,CE_OE704_ConstructionMgmt,5,32,0.8,0.1933,1,1,0.3869,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0129,CE,7,ECE_OE704_SpaceElec,28,32,0.9,0.1477,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0058,CSE,7,ECE_OE707_Terahertz,29,32,0.9,0.1351,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0061,EEE,7,CSE_OE707_DigitalTwin,21,32,0.8,0.1651,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0442,EEE,7,ME_OE705_TurbineDes,1,32,0.0,0.2404,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0193,EEE,7,CSE_OE708_5GNetworks,23,32,0.6,0.1692,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0362,CSE,7,ECE_OE706_WirelessPower,23,32,1.0,0.1433,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0280,CSE,7,EEE_OE703_WindEnergy,30,32,0.7,0.1317,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0357,CSE,7,ME_OE701_IndustrialAuto,17,32,0.8,0.1606,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0052,ECE,7,CE_OE704_ConstructionMgmt,4,32,0.7,0.2009,1,1,0.4307,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0196,CSE,7,EEE_OE706_Superconductors,28,32,0.6,0.1483,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0308,CSE,7,EEE_OE701_EnergyAudit,24,32,0.8,0.1468,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0356,EEE,7,CSE_OE701_AutonomousSys,25,32,0.0,0.1562,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0364,CSE,7,ME_OE701_IndustrialAuto,17,32,0.8,0.16,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0191,ECE,7,ME_OE706_Nanotech,15,32,0.6,0.1824,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0194,CE,7,ECE_OE706_WirelessPower,23,32,0.6,0.1554,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0302,ME,7,EEE_OE705_GridCyber,5,32,0.8,0.1637,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0292,CE,7,ECE_OE706_WirelessPower,24,32,0.8,0.1471,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0279,EEE,7,CE_OE705_TunnelEng,17,32,0.5,0.1747,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0133,ME,7,CSE_OE701_AutonomousSys,22,32,0.9,0.15,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0428,CE,7,ME_OE704_SpaceProp,10,32,1.0,0.1565,0,1,0.2891,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0340,ECE,7,CE_OE702_DisasterMgmt,24,32,0.9,0.1635,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0338,ME,7,CE_OE703_GreenBuilding,15,32,0.9,0.1577,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | CE_OE705_TunnelEng
STU0375,EEE,7,CSE_OE706_AIEthics,11,32,0.6,0.1845,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0346,CSE,7,CE_OE708_ClimateAdapt,18,32,0.6,0.168,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0459,EEE,7,CSE_OE708_5GNetworks,23,32,0.8,0.1694,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0174,CE,7,ME_OE705_TurbineDes,1,32,0.8,0.2039,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0126,ECE,7,CE_OE706_SeismicDesign,20,32,0.9,0.1735,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0321,ME,7,EEE_OE701_EnergyAudit,20,32,1.0,0.1496,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0120,ME,7,CSE_OE703_FinTech,7,32,0.7,0.1927,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0122,CE,7,CSE_OE701_AutonomousSys,21,32,0.7,0.154,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0136,ME,7,CE_OE701_SmartInfra,3,32,0.0,0.2028,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0344,ME,7,EEE_OE701_EnergyAudit,20,32,0.8,0.1474,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0263,ME,7,EEE_OE706_Superconductors,30,32,0.9,0.1448,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0131,ME,7,CSE_OE707_DigitalTwin,21,32,0.5,0.1537,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0155,CE,7,CSE_OE705_SoftwareArch,22,32,0.9,0.1457,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0256,CE,7,EEE_OE701_EnergyAudit,24,32,0.8,0.1564,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0468,ME,7,CE_OE702_DisasterMgmt,19,32,0.8,0.1877,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0461,ME,7,EEE_OE702_SolarFarm,5,32,0.7,0.1663,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0230,EEE,7,CSE_OE703_FinTech,9,32,1.0,0.1804,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0282,EEE,7,ME_OE707_SustainableMfg,2,32,0.7,0.2208,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0181,ME,7,EEE_OE701_EnergyAudit,21,32,0.9,0.1472,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0378,EEE,7,ECE_OE708_QuantumComm,28,32,0.7,0.1611,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0198,ME,7,EEE_OE706_Superconductors,28,32,0.7,0.1477,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0187,ECE,7,EEE_OE705_GridCyber,9,32,0.8,0.181,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0481,CE,7,CSE_OE702_DataPrivacy,18,32,0.9,0.1629,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0211,ME,7,ECE_OE701_AutomotiveElec,13,32,0.8,0.1675,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0411,ECE,7,ME_OE708_AdvancedRobotics,2,32,0.8,0.2426,1,1,0.6309,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0236,CE,7,CSE_OE706_AIEthics,15,32,0.8,0.1565,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0397,CSE,7,ECE_OE706_WirelessPower,23,32,0.6,0.1502,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0414,CSE,7,ME_OE707_SustainableMfg,2,32,0.8,0.2024,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0448,ME,7,ECE_OE708_QuantumComm,30,32,0.6,0.1296,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0147,ECE,7,CE_OE705_TunnelEng,19,32,0.8,0.1768,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0367,EEE,7,CE_OE707_WasteManagement,6,32,0.7,0.2025,0,1,0.3562,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0161,ECE,7,CSE_OE708_5GNetworks,26,32,0.8,0.1555,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0492,ECE,7,CE_OE704_ConstructionMgmt,4,32,0.8,0.2087,1,1,0.4307,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0012,ME,7,CSE_OE704_HCI,11,32,0.8,0.1601,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE708_SpacePower | CE_OE701_SmartInfra | EEE_OE702_SolarFarm
STU0429,CSE,7,ME_OE708_AdvancedRobotics,3,32,0.5,0.2049,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0047,ECE,7,CE_OE706_SeismicDesign,20,32,0.8,0.1923,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0007,ECE,7,CSE_OE707_DigitalTwin,25,32,0.8,0.1641,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0335,EEE,7,ECE_OE701_AutomotiveElec,14,32,0.9,0.1728,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0004,CSE,7,CE_OE708_ClimateAdapt,18,32,0.8,0.1536,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0274,CE,7,EEE_OE706_Superconductors,31,32,0.8,0.1729,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0456,CE,7,ME_OE701_IndustrialAuto,12,32,0.8,0.1797,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
